EPIC,Name,RAdeg,DEdeg,Other,Vmag,Ksmag,(V-K)0,Per1,Per2,Per3,Per4,Ampl,LC,memb,Per,vsini,bp_rp,bp_g,g_rp
211057320,034817.12+235325.3,57.07134,23.89038,HII1794,10.4,8.91,1.38,3.8184,4.1542,0,0,0.021,LC3,best,3.85,11.2,0.805040359,0.332931519,0.472108841
211096385,034817.28+243015.9,57.07204,24.50442,HII1785,14.29,10.69,3.49,5.4934,0,0,0,0.075,LC3,best,5.6,6.5,1.856449127,0.91762352,0.938825607
211051985,034817.35+234823.7,57.07233,23.80659,HHJ188,0,12.78,5.36,0.4915,0,0,0,0.031,LC1,best,0,0,2.96237278,1.692058563,1.270314217
210942652,034817.60+220401.3,57.07334,22.06703,HHJ187,0,12.61,5.21,0.7353,0,0,0,0.029,LC1,best,0,0,2.953373909,1.691408157,1.261965752
211128863,034817.69+250252.3,57.07371,25.04788,HII1776,10.94,9.16,1.67,4.5347,4.9932,0,0,0.027,LC3,best,4.49,10.1,0.928206444,0.401499748,0.526706696
211057388,034818.01+235329.4,57.07506,23.89151,s5158273,0,10.94,3.55,3.8161,4.1507,0,0,0.043,LC4,best,0,0,1.927803993,0.962446213,0.96535778
211039634,034819.83+233611.9,57.08264,23.60333,DH568,16.12,11.47,4.54,1.033,0,0,0,0.03,LC1,best,0.52,0,2.434563637,1.303013802,1.131549835
211121361,034820.28+245455.1,57.08453,24.91532,HCG313,17.09,11.6,5.38,0.6438,0.5027,0,0,0.061,LC1,best,0,23,,,
211034343,034820.57+233101.4,57.08575,23.51708,HCG321,0,13.51,5.93,0.2571,0,0,0,0.041,LC1,best,0,0,3.302188873,1.943906784,1.358282089
211101098,034821.52+243443.6,57.08969,24.57879,BPL174,0,12.96,5.5,0.7157,0,0,0,0.03,LC1,best,0,0,2.881806374,1.584886551,1.296919823
210993561,034822.64+225221.7,57.09437,22.8727,HCG323,16.14,11.48,4.55,1.1389,0,0,0,0.027,LC1,best,0,20,2.501755714,1.35422039,1.147535324
211030912,034822.69+232743.0,57.09458,23.46196,HHJ171,0,12.81,5.52,0.293,0,0,0,0.041,LC1,best,0,0,3.090029716,1.774978638,1.315051079
211062705,034822.76+235821.1,57.09486,23.97254,HII1827,14.84,10.51,4.22,2.4666,0.3675,0,0,0.03,LC1,best,2.47,13,2.230280876,1.147696495,1.082584381
211115457,034822.80+244853.6,57.09501,24.8149,SK368,17.1,12.02,4.97,1.7216,0,0,0,0.037,LC1,best,0,10,2.702077866,1.493685722,1.208392143
211010149,034823.91+230808.4,57.09966,23.13568,DH576,0,13.15,5.62,0.3215,0,0,0,0.031,LC1,best,0,0,3.103515625,1.802238464,1.301277161
211079332,034825.23+241426.0,57.10515,24.24056,HCG322,0,11.99,5.5,0.7114,0,0,0,0.066,LC1,best,0,0,3.027596474,1.725305557,1.302290916
210951703,034825.50+221241.7,57.10627,22.21159,HCG329,14.02,10.6,3.31,0.3992,0,0,0,0.114,LC1,best,0.4,0,1.706177711,0.819562912,0.886614799
211139723,034826.03+251441.0,57.10848,25.24475,HCG317,15.46,11.09,4.26,1.634,0,0,0,0.06,LC1,best,1.63,0,,,
211067419,034826.16+240254.3,57.10902,24.04844,HII1856,10.01,8.66,1.24,2.491,2.5937,0,0,0.013,LC1,best,0,15.4,0.741816521,0.306292534,0.435523987
211013604,034826.58+231129.7,57.11079,23.19161,HCG332,17.45,11.36,5.98,0.4627,0,0,0,0.076,LC1,ok,0.46,58,3.430858612,2.070986748,1.359871864
211020742,034828.02+231802.7,57.11678,23.30077,HII1883,12.66,9.85,2.7,0.2353,0,0,0,0.061,LC1,best,0.23,140,1.332687378,0.604409218,0.72827816
211062438,034829.75+235805.9,57.12399,23.96833,HCG328,0,13.02,5.53,0.6205,0,0,0,0.014,LC1,best,0,0,2.991490364,1.695344925,1.296145439
211086138,034830.09+242044.1,57.12538,24.34559,HD23763=HII1876,6.95,6.57,0.27,0.3075,0.2972,0.3182,10.9869,0.004,LC1,best,0,0,0.192680836,0.082359791,0.110321045
211081985,034831.04+241653.3,57.12937,24.28148,HCG324,15.99,11.34,4.54,0.258,0,0,0,0.039,LC1,best,0,0,2.430905342,1.291588783,1.139316559
211066477,034831.83+240158.8,57.13264,24.03301,HCG327,18.3,12.85,5.34,0.4896,0,0,0,0.052,LC1,best,0.49,0,2.920051575,1.632421494,1.287630081
211066484,034833.77+240159.0,57.14073,24.03306,HHJ184,0,12.93,5.24,1.3602,0,0,0,0.02,LC1,best,0,0,2.857965469,1.589307785,1.268657684
211029232,034834.51+232605.3,57.1438,23.43481,HII1924,10.33,8.9,1.32,2.885,0,0,0,0.015,LC1,best,2.89,14.2,0.796441078,0.33122921,0.465211868
210994964,034835.18+225342.5,57.1466,22.89514,HHJ10,20.71,13.75,6.85,0.2113,0,0,0,0.071,LC4,best,0,52,2.885112762,1.419193268,1.465919495
211076761,034835.48+241203.2,57.14786,24.20091,V352Tau=HCG335,19.67,13.21,6.35,0.5216,0,0,0,0.056,LC1,best,0.52,0,3.138269424,1.78326416,1.355005264
211116917,034839.30+245020.0,57.16375,24.83891,DH585,0,13.42,5.8,0.2656,0,0,0,0.024,LC1,best,0,0,3.176555634,1.840114594,1.33644104
211077464,034839.90+241242.9,57.16627,24.21194,HCG337,0,11.85,4.75,0.9204,0,0,0,0.027,LC1,best,0,0,2.593445778,1.411696434,1.181749344
211103033,034840.42+243634.2,57.16844,24.60951,HCG333,0,12.33,5.27,0.8848,0,0,0,0.047,LC1,best,0,0,2.924253464,1.661775589,1.262477875
211127395,034840.59+250120.1,57.16914,25.02226,BPL186,0,13.61,6.34,0.7565,0,0,0,0.046,LC1,best,0,0,3.340072632,1.934652328,1.405420303
211016654,034840.97+231417.5,57.17075,23.2382,HCG343,0,12.03,5.51,0.2671,0.1702,0,0,0.038,LC1,best,0,0,3.116683006,1.813007355,1.303675652
211126627,034842.13+250028.5,57.17557,25.00793,HCG339,16.61,11.72,4.78,0.3368,0,0,0,0.046,LC1,best,0,64,2.665992737,1.471104622,1.194888115
211018096,034843.89+231535.4,57.18288,23.25985,HD23791=HII1993,8.37,7.66,0.6,0.0356,0.0479,0.0409,0,0.002,LC1,best,0,0,0.391763687,0.1492939,0.242469788
211132233,034844.03+250622.6,57.18349,25.1063,BPL189,0,12.62,5.34,0.5,0,0,0,0.043,LC1,best,0,0,2.914002419,1.648509979,1.265492439
211103923,034844.68+243723.6,57.18618,24.62324,DH590,0,14.03,6.45,0.3484,0,0,0,0.038,LC1,best,0,0,2.909849167,1.468133926,1.44171524
211103969,034845.35+243726.4,57.18896,24.62401,HCG346,0,13.17,5.67,0.1238,0,0,0,0.016,LC1,best,1.68,0,3.16890049,1.833591461,1.335309029
211023137,034845.43+232019.9,57.18931,23.33887,HII2016,13.55,10.38,3.06,3.92,0,0,0,0.057,LC3,best,3.88,9.8,1.519648552,0.71440506,0.805243492
210942842,034846.58+220412.7,57.1941,22.07022,0,0,9.53,2.49,6.2883,0,0,0,0.069,LC3,best,6.22,0,1.264579773,0.567180634,0.697399139
210901321,034848.21+212440.8,57.20091,21.41134,UGCSJ034848.23+212440.4,0,12.64,5.36,0.6231,0,0,0,0.064,LC2,best,0,0,2.993683815,1.718849182,1.274834633
211027879,034848.77+232448.2,57.20325,23.41339,HHJ86,0,13.21,5.72,0.374,0,0,0,0.032,LC1,best,0,0,3.189184189,1.85377121,1.335412979
211081096,034848.94+241602.7,57.20394,24.26743,HII2027,10.93,8.82,2,5.0921,0,0,0,0.045,LC3,best,5.07,5.6,1.075259209,0.47150898,0.603750229
211063000,034849.32+235838.3,57.2055,23.97732,HII2034,12.65,9.99,2.55,0.5503,0,0,0,0.121,LC1,best,0.55,77,1.275604248,0.569011688,0.70659256
211006328,034850.65+230430.2,57.21108,23.07507,HHJ116,0,13.11,5.63,0.3617,0,0,0,0.01,LC1,best,0,0,3.223444939,1.913017273,1.310427666
211087131,034855.64+242140.3,57.23185,24.36121,HHJ8,20.6,14.1,6.39,0.1267,0,0,0,0.039,LC1,best,0,0,3.218753815,1.799272537,1.419481277
211085091,034857.34+241943.8,57.23895,24.32884,HCG349,15.91,11.05,4.75,1.706,1.8515,0,0,0.026,LC1,best,0,0,2.580543518,1.406580925,1.173962593
211007577,034858.28+230539.2,57.24284,23.09424,HHJ353,16.35,11.67,4.57,13.6986,0,0,0,0.012,LC1,best,0,0,2.523992538,1.366641045,1.157351494
211014186,034858.48+231204.3,57.24369,23.20122,HII2106,11.54,9.38,2.05,6.0067,0,0,0,0.031,LC3,best,3.04,6,1.096104622,0.489761353,0.606343269
211120664,034900.97+245410.1,57.25408,24.90282,HCG351,16.95,11.81,5.03,1.4972,0,0,0,0.014,LC1,best,0,0,,,
211000411,034900.99+225849.5,57.25416,22.98044,HCG353,15.39,11.15,4.13,8.5889,0,0,0,0.047,LC3,best,8.41,7,2.223220825,1.157676697,1.065544128
211041750,034901.14+233815.6,57.25477,23.63769,DH598,0,13.58,5.97,0.3242,0,0,0,0.031,LC1,best,0,0,3.360496521,1.999097824,1.361398697
211017570,034902.32+231508.8,57.2597,23.25246,HII2126,11.71,9.7,1.9,6.1535,0,0,0,0.014,LC3,best,3.06,4,1.063502312,0.470757484,0.592744827
210933044,034902.95+215447.2,57.26231,21.91312,BPL197,0,13.37,5.74,0.6738,0,0,0,0.024,LC1,best,0,0,3.353805542,2.020214081,1.333591461
211047980,034905.85+234423.1,57.27441,23.73975,HCG354,15.31,10.79,4.41,0.8288,1.4228,0,0,0.029,LC1,best,0.58,20,,,
211008337,034905.91+230622.0,57.27466,23.10613,HCG357,0,12.24,5.06,1.1187,0,0,0,0.047,LC2,best,0,0,2.865074158,1.624820709,1.240253448
211050460,034906.10+234652.5,57.27545,23.78127,HII2147,10.87,8.58,2.18,0.7768,0.1541,0,0,0.037,LC1,best,0.78,6.9,1.04095459,0.452487946,0.588466644
211086260,034911.02+242051.2,57.29595,24.34758,HCG355,17.42,12.18,5.13,2.0109,0,0,0,0.032,LC1,best,2.01,0,2.801615715,1.562128067,1.239487648
210949534,034911.23+221036.4,57.29681,22.17679,HCG360,13.8,10.1,3.59,5.9405,0.849,0,0,0.029,LC3,best,5.6,0,1.711064339,0.826194763,0.884869576
211036665,034911.27+233318.8,57.29698,23.55524,HII2193,14.23,10.57,3.55,1.4162,0,0,0,0.022,LC1,ok,1.42,23,1.859934807,0.891220093,0.968714714
211104722,034911.72+243811.7,57.29885,24.6366,HII2172,10.44,8.95,1.38,4.2628,0,0,0,0.018,LC3,best,4.67,10.3,0.813646317,0.335678101,0.477968216
211057064,034912.19+235312.5,57.3008,23.88683,HD23863=HII2195,8.12,7.58,0.43,0.0559,0.0322,0,0,0.003,LC1,best,0,0,0.304560184,0.123334885,0.1812253
211016037,034912.30+231342.0,57.30127,23.22835,HII2209,14.48,10.72,3.65,5.3258,0,0,0,0.027,LC3,best,5.32,5.4,1.824069977,0.896649361,0.927420616
211100392,034915.37+243402.2,57.31408,24.56728,HII2208,14.42,10.49,3.82,0.3983,0,0,0,0.063,LC1,best,0.4,73,1.803543091,0.876749992,0.926793098
211025773,034915.61+232249.3,57.31506,23.38038,HHJ36,19.47,13.41,5.95,0.5256,0,0,0,0.032,LC1,best,0,37,3.3867836,2.01227951,1.374504089
211068337,034916.40+240349.2,57.31836,24.06367,HCG362,15.52,10.75,4.66,0.4015,0.5806,0,0,0.021,LC1,best,0,0,2.504486084,1.320091248,1.184394836
211089419,034916.79+242346.0,57.31996,24.39613,HII2220,7.52,7.24,0.17,0.2652,0,0,0,0.005,LC1,best,0,0,0.140964508,0.062354565,0.078609943
211065427,034916.80+240058.8,57.32001,24.01635,HHJ308,0,12.24,5.81,0.3628,0,0,0,0.017,LC1,ok,0,0,,,
211113202,034920.58+244636.0,57.33579,24.77667,HII2244,12.58,9.94,2.53,0.5603,0,0,0,0.039,LC1,best,0.56,45,1.38216877,0.626046181,0.756122589
211108263,034921.24+244140.9,57.33851,24.69472,HHJ51,0,13.51,5.84,0.4433,0,0,0,0.042,LC1,best,0,0,3.200155258,1.857725143,1.342430115
211042656,034921.48+233906.4,57.33954,23.6518,HCG363,17.15,11.98,5.06,0.3389,0,0,0,0.028,LC1,best,0.34,0,2.787370682,1.559720993,1.227649689
210915466,034922.50+213756.3,57.34377,21.63233,DH619,0,12.66,5.64,0.4171,0.2858,0,0,0.022,LC1,best,0,0,3.260764122,1.938676834,1.322087288
211054014,034924.05+235021.4,57.35021,23.83928,HII2284,11.35,9.43,1.81,5.5927,0,0,0,0.017,LC3,best,5.82,3.6,0.998980522,0.4346838,0.564296722
210958195,034925.54+221844.7,57.35643,22.31242,BPL206,0,13.32,5.82,0.9081,0,0,0,0.021,LC1,best,0,0,3.189142227,1.844322205,1.344820023
211004548,034925.59+230250.2,57.35665,23.0473,HHJ79,18.92,13.21,5.6,0.3094,0,0,0,0.058,LC1,best,0,0,3.123088837,1.794750214,1.328338623
211089916,034927.57+242413.8,57.3649,24.40384,HHJ192,0,12.68,5.43,0.3888,0,0,0,0.027,LC1,best,0,0,2.982494354,1.690170288,1.292324066
211098117,034927.63+243154.2,57.36514,24.53173,HCG370,15.99,11.26,4.62,0.543,0,0,0,0.011,LC4,best,0.54,0,2.496684074,1.34706974,1.149614334
211046315,034928.73+234244.0,57.36974,23.71223,HII2311,11.35,9.43,1.81,5.7139,0,0,0,0.02,LC3,best,2.93,6.4,1.013947487,0.457756996,0.556190491
211042471,034929.80+233855.4,57.3742,23.64873,HHJ158,0,12.7,5.56,0.37,0.5251,0,0,0.023,LC1,best,0,0,3.128383636,1.795835495,1.332548141
211044929,034931.21+234119.8,57.38008,23.68885,HHJ142,0,12.76,5.51,0.3013,0,0,0,0.027,LC1,best,0,0,3.113646507,1.803661346,1.309985161
211018906,034932.15+231618.2,57.38398,23.27173,DH626,0,13.48,5.53,0.3855,0,0,0,0.031,LC1,best,0,0,3.122097015,1.80201149,1.320085526
211059767,034932.53+235542.6,57.38556,23.92852,HCG371,17.91,12.44,5.36,0.7781,0,0,0,0.084,LC1,best,0.78,0,2.879459381,1.624002457,1.255456924
211027758,034932.56+232441.2,57.3857,23.41146,HHJ245,17.92,12.35,5.46,0.3933,0.3132,0,0,0.013,LC1,best,0,0,3.121320724,1.81725502,1.304065704
211025770,034932.72+232249.4,57.38634,23.38041,HII2345,9.14,8.04,0.99,0.2389,0.4767,0,0,0.001,LC1,best,0,130,0.596111298,0.240065575,0.356045723
211098279,034933.03+243202.6,57.38763,24.53406,HCG372,16.58,11.74,4.73,1.5928,0,0,0,0.024,LC2,best,1.59,7,2.584414482,1.409575462,1.17483902
211051330,034933.11+234743.5,57.388,23.79542,HII2341,10.93,9.19,1.63,4.9432,0,0,0,0.014,LC3,best,4.88,3.5,0.895098686,0.379304886,0.5157938
211030481,034934.91+232716.8,57.39547,23.45468,HII2368,14.35,10.42,3.82,1.2809,0,0,0,0.055,LC1,best,1.29,0,1.897698402,0.923390388,0.974308014
210815768,034935.74+200628.9,57.39895,20.10804,DH631,0,12.92,5.87,0.2999,0,0,0,0.023,LC1,best,0,0,3.283175468,1.815160751,1.468014717
210947895,034935.87+220905.3,57.39949,22.15148,HCG376,13.98,10.02,3.85,0.2471,0.3241,0,0,0.04,LC1,best,0.25,0,1.931704521,0.960569382,0.971135139
211020101,034939.39+231724.4,57.41415,23.29012,HII2406,11.1,9.29,1.7,5.0132,0,0,0,0.04,LC3,best,5.03,8.8,0.956995964,0.419956207,0.537039757
210829886,034941.01+201927.5,57.42091,20.32433,s4382488,0,9.85,3.68,1.6493,0,0,0,0.063,LC3,ok,0,0,1.915452003,0.957151413,0.958300591
211017407,034941.12+231459.6,57.42137,23.24989,UGCSJ034941.13+231459.2,0,13.12,6.32,0.1971,0,0,0,0.026,LC1,best,0,0,3.49852562,2.031305313,1.467220306
210934634,034941.69+215619.4,57.42374,21.93875,BPL214,0,13.76,6.37,0.3971,0,0,0,0.051,LC1,best,0,0,3.263168335,1.83162117,1.431547165
211093684,034942.26+242747.0,57.42612,24.46306,HII2407,12.19,9.79,2.29,7.2745,8.454,0,0,0.046,LC3,best,7.29,6.3,1.198041916,0.531949043,0.666092873
211084463,034942.70+241907.7,57.42793,24.31883,0,0,11.99,5.48,0.4441,0,0,0,0.023,LC1,best,0,0,3.013386726,1.717168808,1.296217918
211046293,034943.52+234242.7,57.43137,23.71188,HR1183=HII2425,0,6.25,-0.19,0.1765,0,0,0,0.002,LC1,best,0,0,-0.044172764,-0.004740238,-0.039432526
210949721,034948.43+221048.5,57.45181,22.18016,BPL216,0,11.99,4.93,1.6719,0,0,0,0.071,LC2,best,0,0,2.675375938,1.471414566,1.203961372
211045933,034950.35+234220.2,57.45982,23.70563,HII2462,11.49,9.55,1.83,6.8472,0,0,0,0.019,LC3,best,6.93,5.1,1.03373909,0.458587646,0.575151443
210872577,034950.37+205800.3,57.45988,20.96676,UGCSJ034950.38+205759.8,0,12.41,5.24,0.857,0,0,0,0.016,LC1,best,0,0,2.932702065,1.661207199,1.271494865
210894583,034951.79+211826.4,57.4658,21.30734,HCG378,15.63,10.92,4.6,0.4722,0.3702,0,0,0.021,LC1,ok,0.37,0,2.493899345,1.348069191,1.145830154
211070577,034955.48+240605.2,57.48117,24.10145,DH641,0,12.63,5.39,0.5612,0,0,0,0.038,LC1,best,0.56,0,2.914368629,1.637203217,1.277165413
210833622,034956.06+202252.7,57.48359,20.38132,UGCSJ034956.07+202252.2,0,12.63,5.45,1.0465,0,0,0,0.019,LC1,best,0,0,3.110006332,1.808027267,1.301979065
211015348,034956.48+231307.1,57.48536,23.21864,HII2506,10.27,8.82,1.34,2.1762,0,0,0,0.012,LC1,best,2.12,13.8,0.785844803,0.326284409,0.459560394
211047055,034957.62+234328.3,57.49012,23.72453,DH644,0,13.39,5.9,0.3019,0,0,0,0.099,LC1,best,0.3,0,3.290151596,1.903366089,1.386785507
211054599,034958.05+235055.2,57.49189,23.84869,HD23964,6.73,6.51,0.11,1.6412,1.5886,0.7875,0,0.002,LC1,best,0,0,,,
211046168,034958.33+234233.9,57.49306,23.70943,SK293,16.33,11.57,4.65,1.3418,0,0,0,0.047,LC1,best,1.34,0,2.482722282,1.336852074,1.145870209
211076441,034959.53+241145.9,57.49806,24.19611,BPL220,0,13.55,5.93,1.0385,0,0,0,0.021,LC1,best,0,0,3.133415222,1.767698288,1.365716934
211055468,035002.16+235144.8,57.50904,23.86245,HCG382,0,11.99,4.93,0.6757,0,0,0,0.038,LC4,best,0,0,2.720550537,1.507889748,1.212660789
211020988,035004.99+231817.4,57.5208,23.30485,DH650,0,13.4,5.71,0.321,0,0,0,0.022,LC1,best,0,0,3.174381256,1.845281601,1.329099655
211071889,035005.05+240726.3,57.52108,24.12398,HII2548,14.02,10.59,3.32,6.4254,0,0,0,0.059,LC4,best,6.44,5.7,1.729944229,0.837458611,0.892485619
211156183,035008.40+253256.0,57.53504,25.54891,HCG386,0,12.38,5.26,1.7487,0,0,0,0.045,LC1,best,0,0,2.91032505,1.644159317,1.266165733
211064196,035012.25+235945.2,57.55108,23.99589,HII2602,15.49,10.85,4.53,1.8401,0,0,0,0.022,LC1,best,0,11,2.435083389,1.12592411,1.309159279
211059658,035012.44+235536.2,57.55186,23.92673,SK279,0,12.12,5.68,0.3645,0.3564,0,0,0.019,LC1,best,0,0,3.179706573,1.861089706,1.318616867
211149525,035014.74+252530.1,57.56144,25.42505,DH662,0,12.92,5.51,0.6652,0,0,0,0.022,LC1,best,0,0,3.099518776,1.798353195,1.301165581
211078413,035015.26+241336.1,57.5636,24.22672,HCG394,17.54,12.38,5.05,1.1204,0,0,0,0.063,LC1,best,0,0,2.875653267,1.629873276,1.245779991
211147023,035017.65+252246.3,57.57358,25.37955,TrS151x,9.65,8.38,1.16,1.857,1.7823,0,0,0.004,LC1,best,0,0,0.687164307,0.278794289,0.408370018
211007717,035021.29+230547.0,57.58875,23.09639,HII2665,11.36,9.33,1.92,5.3657,0,0,0,0.023,LC3,best,5.39,5.7,1.040019035,0.457263947,0.582755089
210950265,035022.91+221118.0,57.59546,22.18836,HCG398,14.51,10.59,3.81,1.8957,0,0,0,0.05,LC2,best,1.89,0,1.906435013,0.949486732,0.95694828
210855272,035024.94+204218.1,57.60395,20.70505,DH668,14.69,10.94,3.64,17.597,0,0,0,0.004,LC1,ok,0,0,1.888496399,0.937831879,0.95066452
211059754,035025.14+235541.9,57.60477,23.92833,HCG396,0,12.77,5.35,0.6601,0,0,0,0.029,LC1,best,0,0,2.977588654,1.702442169,1.275146484
211025708,035027.34+232245.1,57.61392,23.37921,SK273,0,12.54,5.41,0.9801,0,0,0,0.066,LC1,best,0,0,2.967993736,1.68362999,1.284363747
211005706,035027.82+230355.1,57.61592,23.06531,DH671,0,12.94,5.46,0.5589,0,0,0,0.02,LC1,best,0,0,3.02523613,1.736412048,1.288824081
210947594,035031.94+220847.7,57.63309,22.1466,HCG401,0,12.12,5.09,1.0933,0,0,0,0.016,LC2,best,0,0,2.804022789,1.573518753,1.230504036
210830104,035033.85+201938.7,57.64106,20.32744,UGCSJ035033.86+201938.3,0,14,6.78,1.128,0,0,0,0.024,LC1,best,0,0,3.431732178,1.976560593,1.455171585
211149600,035035.71+252535.4,57.64882,25.42651,PELS072,12.1,9.58,2.41,0.3144,0,0,0,0.115,LC1,best,0.31,0,1.223367691,0.53971386,0.683653831
210967901,035037.40+222808.3,57.65585,22.46899,HCG404,0,12.37,5.3,1.7941,0,0,0,0.069,LC2,best,1.79,0,2.905351639,1.640207291,1.265144348
211015258,035038.91+231302.7,57.66213,23.21744,SK263,16.6,11.75,4.74,0.8891,0.2966,0,0,0.011,LC1,best,0.89,0,2.566772461,1.398365974,1.168406487
211147822,035039.29+252337.5,57.66373,25.39377,DH679,12.45,9.43,2.91,0.5789,0.8204,0,0,0.038,LC1,best,0.58,0,1.481515884,0.689727783,0.791788101
211060078,035040.07+235559.0,57.66698,23.93306,HII2786,10.29,8.81,1.37,2.1644,2.2668,0,0,0.032,LC1,best,2.17,22,0.785573006,0.324994087,0.460578918
211161968,035041.19+253930.8,57.67163,25.65856,DH682,0,13.28,5.89,0.3277,0,0,0,0.03,LC1,best,0,0,3.127033234,1.782625198,1.344408035
211022539,035051.43+231944.7,57.71433,23.3291,HII2870,12.51,10.01,2.39,8.4496,3.8914,0,0,0.011,LC1,best,7.89,4,1.277172089,0.576735497,0.700436592
211062007,035052.43+235741.5,57.7185,23.96154,HII2866,6.93,6.58,0.24,0.3064,0.3389,0.9656,0.4081,0.003,LC1,best,0,0,0.145940304,0.065146446,0.080793858
211053737,035054.31+235005.6,57.72633,23.83489,HII2881,11.57,9.05,2.41,6.6498,5.3667,0,0,0.028,LC3,best,5.16,7.8,1.176006317,0.517506599,0.658499718
211158092,035056.60+253506.6,57.73586,25.58519,HCG412,16.89,11.58,5.2,2.0791,0,0,0,0.033,LC1,best,0,0,2.865849495,1.621056557,1.244792938
211059775,035058.16+235542.8,57.74235,23.92857,HCG414,0,12.77,5.31,0.461,0,0,0,0.029,LC1,best,0,0,2.933678627,1.657249451,1.276429176
211129308,035102.31+250319.6,57.75963,25.05547,HII2908,13.47,10.37,2.99,5.7885,0,0,0,0.039,LC4,ok,0,0,1.429237366,0.658993721,0.770243645
211038382,035103.26+233500.5,57.76362,23.58348,UGCSJ035103.27+233500.0,0,13.39,5.8,1.6572,0,0,0,0.016,LC1,best,0,0,3.141988754,1.800600052,1.341388702
210963935,035103.91+222417.2,57.7663,22.40479,s4954485,0,10.73,3.77,3.4151,0,0,0,0.036,LC2,best,0,0,1.935473442,0.966710091,0.968763351
211023807,035107.10+232057.7,57.77959,23.34938,DH695,0,12.89,5.27,0.5784,0,0,0,0.03,LC1,best,0,0,2.958515167,1.692863464,1.265651703
211048321,035111.87+234443.4,57.79948,23.74539,BPL232,0,13.42,5.64,1.9607,0,0,0,0.018,LC1,best,0,0,3.190263748,1.859788895,1.330474854
211060049,035112.07+235557.4,57.8003,23.93263,HII2966,14.86,10.9,3.85,4.5971,0,0,0,0.087,LC2,best,4.56,9,2.034983635,1.029923439,1.005060196
211147423,035113.84+252311.6,57.80769,25.38656,0,0,11.97,5.08,0.5336,0,0,0,0.09,LC1,best,0,0,2.784128189,1.553391457,1.230736732
211019565,035115.81+231656.1,57.81589,23.28227,HCG423,14.84,10.82,3.91,0.4479,0,0,0,0.071,LC1,best,0,53,2.056642532,1.040316582,1.016325951
210878635,035116.61+210335.1,57.81922,21.05975,DH700,0,12.38,5.44,0.4748,0,0,0,0.036,LC1,best,0,0,2.941151619,1.672416687,1.268734932
211053255,035116.85+234935.7,57.82023,23.8266,HII2984,12.41,9.95,2.35,7.9471,0,0,0,0.017,LC4,best,7.96,5.4,1.24593544,0.557490349,0.688445091
211011910,035119.47+230949.6,57.83114,23.16379,DH703,0,12.17,5.18,0.9248,0,0,0,0.058,LC1,best,0,0,2.848734856,1.606048584,1.242686272
211135523,035122.13+250958.0,57.84222,25.16613,s5286016,0,10.65,3.53,7.5694,0,0,0,0.048,LC4,best,0,0,1.820185661,0.896471024,0.923714638
210945519,035123.87+220648.2,57.84946,22.11339,HCG420,13.19,10.2,2.88,6.4306,0,0,0,0.042,LC4,best,6.37,0,1.474915504,0.684402466,0.790513039
211131748,035123.88+250552.8,57.84952,25.09802,SK231,16.52,11.77,4.64,4.391,0,0,0,0.019,LC1,best,0,0,2.537577629,1.374581337,1.162996292
211138883,035136.40+251340.8,57.90168,25.228,DH717,0,12.09,5.41,0.6928,0.7786,0,0,0.025,LC1,best,0,0,,,
211013066,035138.02+231059.4,57.90842,23.18317,HII3104,13.47,10.03,3.33,3.9578,0,0,0,0.035,LC2,best,3.94,7.1,1.694890976,0.817228317,0.877662659
211025002,035139.06+232204.6,57.91277,23.36795,BPL237,0,13.12,5.49,0.3185,0,0,0,0.023,LC1,best,0,0,3.11988163,1.819149017,1.300732613
211125210,035140.44+245859.4,57.9185,24.98318,HII3097,10.94,9.14,1.69,3.3701,0,0,0,0.029,LC1,best,3.48,14.6,0.916104317,0.391507149,0.524597168
210917754,035142.08+214006.0,57.92535,21.66836,PELS068,11.48,9.45,1.92,5.4447,2.5443,0,0,0.013,LC3,best,5.1,0,1.066067696,0.480400085,0.58566761
211020371,035151.14+231741.4,57.9631,23.29484,0,0,11.72,4.77,0.8689,0,0,0,0.034,LC1,best,0,0,2.621084213,1.435717583,1.185366631
211038222,035151.54+233449.4,57.96475,23.58041,BPL242,0,13.39,5.84,0.8344,0,0,0,0.025,LC1,best,0,0,3.273317337,1.931879044,1.341438293
210927253,035151.55+214917.1,57.9648,21.82142,UGCSJ035151.56+214916.8,0,12.34,5.34,0.813,1.3089,0,0,0.07,LC1,best,0,0,2.928141594,1.666568756,1.261572838
210927331,035151.89+214921.9,57.96621,21.82277,0,0,12.04,5.08,1.3131,0,0,0,0.046,LC1,best,0,0,2.789468765,1.56387043,1.225598335
211036881,035154.50+233331.7,57.97709,23.55882,HCG439,17.27,11.78,5.38,0.5778,0.3809,0,0,0.072,LC1,best,0.58,0,2.983267784,1.657758713,1.325509071
211023176,035157.33+232021.9,57.98889,23.33943,HII3187,13.15,10.2,2.84,7.3022,0,0,0,0.049,LC3,best,7.63,6.2,1.473302841,0.684949875,0.788352966
211106636,035158.81+244004.6,57.99507,24.66796,0,0,11.9,4.85,0.3363,0,0,0,0.014,LC1,best,0,0,2.647895813,1.45507431,1.192821503
211106535,035159.31+243959.0,57.99715,24.6664,0,0,12.05,4.97,0.9618,0,0,0,0.05,LC1,best,0,0,2.735006332,1.520942688,1.214063644
211127537,035201.63+250129.4,58.00682,25.02486,HCG447,0,12.65,5.17,0.7129,0,0,0,0.034,LC1,best,0,0,2.96152401,1.703804016,1.257719994
