Theia,OName,logage,Avmag,string,width,height,length,GLON,GLAT,Par,vl,vb,RV,X,Y,Z,U,V,W,dist_pc
854,0,8.6597,0.970411,0,13.601,16.4159,0.0,133.303,0.274676,1.48299,-0.0134476,-7.5759,-5.26656,-462.479,490.718,3.23266,3.66827,-3.89415,-7.57185,674.3133804004073
855,0,8.63523,0.725664,0,17.1287,17.0772,0.0,91.0707,8.00616,1.47481,-21.524,2.36335,13.2416,-12.5465,671.327,94.439,21.6188,13.4969,4.15745,678.0534441724697
856,0,8.60944,0.518497,0,24.0843,9.48208,0.0,171.36,5.71077,1.46212,-6.79251,4.66174,-14.2612,-672.82,102.231,68.0563,15.9405,5.05546,3.42631,683.938390829754
857,0,8.67613,0.461152,y,76.3841,14.4685,307.647,300.71,2.25438,1.45316,-24.9745,-2.48134,-5.30575,296.058,-600.3,23.9144,-28.9863,-5.06904,-1.20864,688.1554680833494
858,0,8.64145,0.530689,0,25.1139,11.7324,0.0,137.311,16.0771,1.44707,-19.142,9.13795,-30.9289,-488.09,450.219,191.373,37.9379,-7.59568,0.409603,691.0515731789062
859,0,8.64356,0.00368515,0,20.3653,9.48911,0.0,185.025,6.63279,1.41391,-2.84601,4.40706,-13.7944,-699.825,-61.533,81.6924,14.2176,4.17775,2.807,707.2585949600752
860,0,8.66589,0.300451,0,12.1075,12.5759,0.0,215.914,7.85662,1.40649,10.085,-1.78498,-10.5239,-570.423,-413.134,97.1886,14.8452,-2.78256,-3.43325,710.9897688572261
861,0,8.6692,0.873567,0,14.5052,10.6843,0.0,320.92,-3.71208,1.39581,-40.0779,-3.73474,-18.7025,554.973,-450.693,-46.3836,-40.6875,-19.4348,-2.54989,716.429886589149
862,0,8.62277,0.749702,0,25.9424,5.51013,0.0,137.099,-3.71632,1.38683,-10.7201,-3.81993,-20.0082,-527.097,489.821,-46.7372,22.5768,-6.07136,-2.55441,721.068912555973
863,0,8.64176,1.09468,0,6.39167,4.7132,0.0,138.086,-2.99316,1.38591,-12.1499,-10.307,-33.0465,-536.21,481.346,-37.677,33.7931,-13.6968,-8.68842,721.5475752393734
864,King_6,8.64999,1.319,0,6.88476,4.62428,0.0,143.278,-0.0911035,1.34944,-1.50221,9.58171,-22.3715,-593.986,443.094,-1.17831,19.2663,-12.4105,9.85307,741.0481384870761
865,0,8.60071,0.637829,0,17.9009,6.56155,0.0,310.9,-5.46698,1.34736,-27.3033,-10.9776,-20.1838,483.739,-558.434,-70.7104,-35.5613,-2.1853,-9.35929,742.192138700867
866,0,8.60354,0.562391,0,18.5353,11.5003,0.0,107.161,-5.39804,1.34471,-11.8476,-0.941976,-7.35555,-218.453,707.393,-69.9587,13.8846,-3.64489,-0.248679,743.654765711566
867,0,8.65289,0.640185,0,23.4826,12.1975,0.0,320.896,0.0974503,1.33893,-29.8469,-5.4541,-14.1407,579.573,-471.066,1.27029,-30.7243,-14.8884,-5.75483,746.8650340197023
868,0,8.66801,1.13,0,12.4751,7.2023,0.0,153.513,1.09586,1.33681,-13.3981,0.418738,-19.4219,-669.411,333.56,14.3066,23.9678,3.55624,-0.0095723,748.0494610303632
869,0,8.611,1.394,0,20.5903,4.2084,0.0,141.576,9.86348,1.33676,-24.575,10.5563,-25.9949,-577.406,458.04,128.147,38.2174,2.9487,6.4681,748.0774409766899
870,NGC_2548,8.60302,0.195999,0,14.2403,9.04812,0.0,227.533,15.4514,1.3285,-5.4544,9.03037,-1.54512,-489.851,-535.194,200.544,-1.40071,6.7056,8.54277,752.7286413248024
871,0,8.66129,0.582535,0,12.8205,11.4295,0.0,105.053,10.0324,1.31625,-49.6398,4.83262,-10.8072,-194.292,722.449,132.35,53.6803,2.24884,3.08356,759.7340930674264
872,0,8.61799,1.266,0,17.0903,5.72523,0.0,124.553,1.50492,1.31588,-21.4232,8.35996,-30.5028,-430.869,625.677,19.9584,36.0598,-13.3069,7.83435,759.947715597167
873,0,8.60773,1.02104,0,8.84668,7.85433,0.0,102.928,3.10767,1.30525,-10.587,-5.93633,0.0,-171.155,745.619,41.5341,10.7337,2.81311,-6.26876,766.1367554108408
874,NGC_1912,8.64529,0.613267,y,38.6374,11.2679,142.209,176.914,3.29401,1.29802,9.11264,3.60076,-15.0639,-763.609,46.012,43.1981,15.2531,-9.87815,2.58245,770.4041540191985
875,0,8.66951,0.961413,0,9.58101,6.54676,0.0,55.5611,7.31078,1.2957,-16.9091,5.0121,-3.79724,432.917,631.34,98.2106,11.8439,-13.5918,4.64777,771.7835918808365
876,0,8.61778,1.33051,0,10.7474,5.49868,0.0,81.9381,1.88536,1.29426,-16.7083,3.90009,1.67823,108.299,764.593,25.4198,17.1977,-0.836698,4.06524,772.6422820762443
877,0,8.64359,0.456242,0,15.0968,8.00422,0.0,120.112,-8.52144,1.28507,-18.5758,-0.581233,-10.6619,-386.086,665.72,-115.308,22.0799,0.24031,1.04253,778.1677262717207
878,0,8.65207,0.66132,0,18.7346,14.0764,0.0,185.297,-5.34373,1.28332,18.5201,0.387087,-6.34366,-772.531,-71.6285,-72.5702,8.21226,-19.0843,1.07616,779.2288751051958
879,0,8.64575,0.437931,0,18.1456,22.7202,0.0,283.884,2.3819,1.28161,-49.7544,-7.07061,22.6584,187.066,-756.819,32.4281,-44.8204,-35.2437,-6.41158,780.2685684412576
880,0,8.66461,0.265533,0,8.37527,10.4582,0.0,273.03,-5.68251,1.27135,-8.54782,-1.71701,-3.36711,41.3667,-781.603,-77.8822,-9.20255,3.1208,-1.42998,786.5654619105675
881,0,8.62701,0.562672,0,20.4662,20.218,0.0,66.8835,2.27763,1.2693,-25.9417,10.9878,13.8657,309.061,724.005,31.3098,30.6355,1.82399,12.2287,787.8358150161506
882,0,8.66767,0.662972,0,14.6858,6.94545,0.0,295.938,-7.45353,1.26273,-15.8205,2.57083,4.12378,343.467,-706.145,-102.732,-12.6623,-11.1912,2.07968,791.9349346257712
883,0,8.66156,0.658344,0,8.09313,8.97916,0.0,88.1516,-6.82784,1.26267,-10.9226,-1.98245,-3.17324,25.3646,785.944,-94.1545,11.4593,-3.84215,-1.6879,791.9725660703114
884,0,8.69982,1.03619,0,24.4586,9.09618,0.0,128.471,7.03728,1.25835,-25.2008,7.09223,13.1991,-490.665,617.501,97.3621,12.5581,25.9514,8.87518,794.691461040251
885,0,8.66333,0.911087,0,17.2775,11.6548,0.0,334.955,4.62471,1.25623,-2.43653,-9.55821,-13.7535,718.836,-335.887,64.183,-13.0408,3.34602,-10.8835,796.0325736529139
886,0,8.60771,0.890819,0,23.1761,9.36759,0.0,141.492,5.40062,1.25576,-5.67819,-3.15284,-29.8001,-620.383,493.61,74.95,27.253,-13.9734,-6.1983,796.3305090144613
887,0,8.63137,0.614929,0,26.3806,14.3714,0.0,94.6571,-4.3733,1.23508,-47.542,0.392067,-14.5727,-65.5473,804.641,-61.7405,50.338,-10.7733,1.59658,809.6641513100367
888,0,8.68378,0.55667,0,18.9323,14.0643,0.0,112.885,-6.06533,1.22506,-45.1299,5.15813,-24.7971,-315.658,747.827,-86.2509,53.6004,-4.12267,8.09711,816.2865492302418
889,0,8.65836,1.65352,0,17.0954,20.1724,0.0,342.47,0.135671,1.20436,-14.484,6.86254,0.0,791.752,-250.093,1.9661,-4.59094,-14.4778,7.16559,830.3165166561494
890,0,8.61438,1.12718,0,18.2169,7.9812,0.0,153.735,-5.87842,1.20351,-10.1224,9.75124,-28.6678,-741.197,365.764,-85.0992,29.8982,-2.95388,13.158,830.9029422273184
891,0,8.60251,0.568264,0,6.87614,7.99011,0.0,258.977,7.79268,1.20219,-38.2512,-5.89948,24.5274,-157.583,-808.93,112.785,-43.9121,-17.6105,-2.66162,831.8152704647351
892,NGC_6425,8.69251,0.741596,0,7.03519,5.59055,0.0,358.027,-1.42623,1.19594,15.2905,-10.6171,7.7118,835.411,-28.7787,-20.812,8.14623,15.1557,-10.8284,836.1623492817366
893,0,8.67362,0.74366,0,14.7859,7.65059,0.0,102.428,1.09142,1.19169,-2.39307,7.97083,-7.55604,-180.56,819.335,15.9838,4.11043,-7.1663,8.08818,839.1444083612349
894,0,8.695,1.139,0,29.0285,10.0722,0.0,134.572,12.3431,1.18985,-4.94359,9.5703,-28.9429,-576.189,584.868,179.656,25.5592,-18.4938,3.71016,840.4420725301508
895,0,8.64092,0.652948,0,22.1735,9.10458,0.0,24.2125,-9.78251,1.17783,-13.5116,-0.393585,0.0,763.075,343.14,-144.256,5.58902,-12.5932,-0.390925,849.0189585933455
896,0,8.698,1.209,0,4.45515,6.56987,0.0,44.3829,-2.50887,1.15444,-10.1848,-1.4492,13.8692,618.479,605.298,-37.9181,17.3472,2.44213,-2.09214,866.2208516683414
897,NGC_1758,8.67627,1.01474,0,6.13642,5.03694,0.0,179.181,-10.439,1.15407,7.36719,7.14684,4.79469,-852.066,12.1801,-156.999,-6.27848,-7.57322,6.42419,866.4985659448735
898,NGC_2358,8.672,0.349999,0,9.38587,6.89916,0.0,231.163,-2.22384,1.13522,-3.97455,2.34486,11.5983,-551.991,-685.638,-34.1816,-10.7645,-6.6731,2.00794,880.8865241979529
899,NGC_6997,8.65839,1.45556,0,3.08481,2.71087,0.0,85.5102,-0.508491,1.1278,-43.6972,2.09567,4.86471,69.4087,883.928,-7.86907,45.1743,1.46231,2.12621,886.6820358219543
900,0,8.62265,1.37115,0,11.2451,6.32565,0.0,135.395,-1.57297,1.12727,2.38414,1.04359,-7.80755,-631.349,622.696,-24.351,3.9538,-7.3164,1.27746,887.0989204006138
901,0,8.69079,0.905209,0,31.1397,9.1001,0.0,102.111,7.30207,1.12192,-42.7483,4.02298,-1.64227,-185.497,864.419,113.288,44.0902,7.21234,3.94635,891.3291500285226
902,COIN-Gaia_14,8.65039,0.610609,0,12.0688,7.43242,0.0,167.64,-0.498892,1.11453,12.7005,-4.9906,-9.65613,-876.413,192.048,-7.81246,6.82179,-15.2149,-5.14773,897.2391949969942
903,0,8.68915,0.666275,0,40.6071,7.57019,0.0,312.202,3.43383,1.11257,-0.17395,-5.64816,8.76541,602.7,-664.631,53.8356,6.04017,-7.07797,-5.33747,898.8198495375572
904,0,8.69401,0.872994,y,84.7098,11.2878,357.142,109.163,-1.55403,1.11067,-19.1146,4.39181,-7.92253,-288.669,836.736,-24.9731,21.9474,-3.78591,4.8178,900.3574419044361
905,0,8.73097,0.172093,y,8.8991,17.9753,70.1314,152.611,11.3599,8.57235,-3.37206,0.0192887,-7.4237,-99.8521,51.245,23.8459,10.6192,-0.391466,-0.879825,116.65412634808426
906,0,8.70166,0.0906563,y,22.772,18.2267,150.1,115.894,-4.2134,8.16856,-23.9437,-0.16373,-6.53099,-55.3567,111.708,-11.8736,23.9287,6.1507,0.912924,122.4205980001371
907,0,8.79529,0.323261,0,11.5756,11.4769,0.0,6.12211,9.54321,6.87181,-1.86419,0.434699,-10.894,142.69,15.3048,24.1263,-10.6883,-3.56232,-1.72617,145.52206769395545
908,0,8.78613,0.099247,y,20.2129,25.2472,134.969,290.883,4.15582,5.26391,20.7485,1.3958,0.463005,59.9738,-174.521,18.6031,20.4639,9.29497,1.10944,189.97285287932354
909,0,8.8,1.0,0,6.25505,6.47565,0.0,301.31,-17.2685,5.0055,-23.5882,-1.73593,-15.0023,99.1404,-162.991,-59.3046,-28.197,0.585183,2.93956,199.78024173409253
910,0,8.79615,0.170578,0,9.06074,6.5746,0.0,165.649,2.31493,3.91763,-15.9784,-0.523772,-9.84987,-247.089,63.2161,10.3104,13.6888,12.9778,-0.905591,255.25636673192722
911,0,8.70001,0.2,0,7.92893,10.2909,0.0,146.325,10.2037,3.90133,-6.31741,-8.06619,-6.61151,-209.937,139.878,45.407,7.87775,2.44236,-9.27019,256.32284374815765
912,0,8.70334,0.190525,y,23.0365,8.82641,159.778,61.5463,-16.4259,3.53994,-21.0761,15.18,17.1491,117.388,229.259,-77.3605,31.663,10.4552,9.98737,282.49066368356523
913,0,8.76489,0.388809,0,9.51279,9.2052,0.0,115.129,2.51824,2.74856,19.9925,2.30965,-9.55673,-154.355,329.073,15.9856,-14.7707,-17.8313,2.00057,363.82687661902963
914,0,8.79132,0.25703,y,21.8809,10.9109,130.178,296.178,8.74584,2.70834,16.321,3.77315,5.82601,164.908,-334.256,55.6004,21.1956,-1.77634,4.99267,369.22986035726683
915,0,8.75663,0.35093,0,12.0034,7.60661,0.0,53.344,23.4843,2.62051,12.6966,-0.0720779,-9.36716,208.952,280.78,152.069,-15.7238,0.778519,-3.87153,381.6051074027575
916,NGC_2234,8.74841,0.156122,0,14.3532,23.4026,0.0,194.869,4.59121,2.58286,6.82349,0.0147791,13.2358,-373.004,-99.0297,30.9913,-11.294,-10.0032,1.20741,387.1677133100516
917,0,8.77713,0.421189,0,16.4503,14.6069,0.0,107.047,-9.62008,2.58048,14.1416,-8.88322,-5.44678,-112.01,365.288,-64.7609,-12.0613,-11.0655,-8.22171,387.52480158730157
918,0,8.78778,0.39299,0,13.1233,9.68332,0.0,353.891,8.37264,2.57808,22.5053,1.34575,16.3864,381.572,-40.8387,56.4802,18.7292,21.1535,3.85316,387.88555824489544
919,Collinder_350,8.79499,0.688002,0,9.28269,10.2874,0.0,27.062,14.8507,2.57215,1.65986,10.692,4.36334,334.649,170.968,99.6448,0.502012,2.21732,11.9201,388.7798145520284
920,0,8.70001,0.5,y,38.9088,4.67975,214.329,114.719,-3.34863,2.56571,-2.10553,-9.51576,-14.6591,-169.201,350.915,-21.6604,8.78391,-14.0134,-9.09676,389.7556621753822
921,0,8.73044,0.302035,y,22.259,4.76441,112.362,58.2947,2.9242,2.49993,-9.79333,6.75966,-8.92726,211.233,320.858,19.2702,2.62762,-14.8646,6.66974,400.01120031360875
922,0,8.79416,0.520237,0,15.4041,11.9264,0.0,138.048,12.3516,2.47389,10.5007,-0.0598409,-4.50643,-293.664,263.97,86.467,-3.28338,-10.378,-1.01384,404.22169134440094
923,0,8.75134,0.421307,0,8.60173,8.48601,0.0,140.327,2.97914,2.46636,-0.834607,-4.57614,-2.46569,-311.657,258.495,21.0725,2.24584,-0.850526,-4.86994,405.4558134254529
924,NGC_6633,8.79639,0.470154,0,11.9974,5.46784,0.0,35.8072,8.37988,2.46278,1.45707,1.35011,-6.13888,325.783,235.024,59.1753,-6.09417,-2.52404,0.496287,406.04520095176997
925,0,8.76642,0.347675,0,20.9072,4.73803,0.0,178.757,10.2042,2.45238,-10.3788,2.01981,-22.2631,-401.223,8.70602,72.2388,22.9916,9.90319,-2.01595,407.76714864743644
926,0,8.78528,0.518305,0,34.5458,13.0186,0.0,150.701,5.39318,2.42393,-16.0776,0.0921908,-13.1542,-358.187,200.995,38.7758,19.8529,8.00761,-1.24827,412.5531677894989
927,0,8.71661,0.31918,0,20.8403,5.281,0.0,47.7158,-5.21472,2.40798,-18.4121,-3.52975,9.41838,278.251,305.964,-37.7446,20.3163,-5.95899,-4.51102,415.2858412445287
928,0,8.71658,0.105587,0,10.4947,7.82398,0.0,262.536,25.8969,2.36781,16.9916,7.71159,-8.0883,-49.3559,-376.702,184.455,17.7349,8.49178,3.14841,422.33118366760846
929,0,8.73499,0.285,0,7.04867,5.09615,0.0,231.924,16.1722,2.3441,-15.2905,0.805172,24.1867,-252.678,-322.531,118.82,-27.3217,-8.48788,7.66774,426.6029606245467
930,0,8.78979,0.435852,y,29.646,10.1469,247.672,147.494,15.4951,2.32349,16.5936,-1.48339,2.98042,-339.89,217.955,108.43,-7.5803,-14.875,-2.09865,430.3870470714313
931,0,8.70088,0.22698,0,16.7662,11.8289,0.0,214.665,6.3266,2.29434,-3.83529,1.04877,9.00442,-356.306,-246.391,48.0293,-9.67875,-1.87831,2.12945,435.8551914711856
932,0,8.70001,1.0,0,11.7028,4.2774,0.0,140.791,8.0131,2.28888,-5.47573,-5.99588,-0.114664,-335.22,273.489,60.903,2.88994,4.67537,-5.92959,436.8949005627207
933,0,8.76644,0.511047,0,28.862,18.8687,0.0,161.561,-0.962677,2.24724,17.1704,1.41887,-0.124205,-422.086,140.726,-7.47632,-5.53538,-16.9134,1.70753,444.9902992114772
934,0,8.79419,0.606331,0,16.1082,6.58996,0.0,345.433,2.05167,2.22578,-6.51411,-3.81599,-3.91428,434.561,-112.926,16.0847,-5.41193,-5.47885,-4.06652,449.28070159674365
935,0,8.76011,0.229698,0,18.3371,9.54891,0.0,173.911,8.96059,2.17659,1.49242,-0.200894,-7.07313,-451.266,48.1387,71.5591,6.95568,-2.11007,-1.15891,459.4342526612729
936,0,8.73547,0.457062,y,34.6468,15.8185,264.94,58.0966,7.47025,2.15125,3.16982,2.40989,-2.1078,247.22,390.331,61.5773,-0.2359,5.78686,3.02354,464.84601975595587
937,0,8.79794,0.359686,0,9.64793,12.6153,0.0,36.3971,-8.836,2.09968,-2.54646,-4.89128,9.39472,378.806,279.25,-73.1572,8.54476,3.13757,-6.32762,476.26304960755925
938,UBC_8,8.70701,0.753999,0,8.64233,4.91896,0.0,154.64,13.3077,2.04768,-11.591,-2.80048,-9.22719,-429.445,203.552,112.41,12.7779,7.04283,-4.93343,488.3575558681044
939,0,8.76322,0.67465,0,22.556,12.186,0.0,183.857,9.01013,1.99348,12.463,-5.5403,12.2849,-494.324,-33.3309,78.5609,-12.4114,-13.3304,-3.52828,501.63533117964573
940,0,8.71649,0.284698,0,8.97568,13.0202,0.0,275.545,-10.9597,1.97966,-25.1358,-15.6523,33.0756,47.9238,-493.602,-96.036,-22.2402,-32.5055,-21.9484,505.1372457896811
941,0,8.7027,0.761846,0,23.1068,12.9394,0.0,4.15143,-13.5464,1.97594,-15.9958,16.5981,57.7713,490.719,35.6179,-118.543,62.7116,-12.8913,3.4908,506.088241545796
942,0,8.79443,0.412872,0,31.1116,15.8579,0.0,131.897,-6.45105,1.88145,-15.7017,-1.64611,-18.1667,-352.689,393.119,-59.717,24.5216,-3.08615,0.219019,531.5049562837173
943,0,8.72723,0.537592,0,11.4263,6.80285,0.0,169.957,-0.936979,1.86198,-8.38542,-4.19843,-10.526,-528.763,93.6477,-8.7824,12.1579,6.53216,-4.04483,537.0626966992127
944,ASCC_55,8.74613,0.339619,y,37.099,19.524,276.378,277.181,0.487605,1.83127,-41.478,0.771114,3.46099,50.8646,-559.294,1.20451,-42.0069,-4.48131,0.844447,546.0691214293905
945,0,8.75302,0.358001,0,21.0954,15.4561,0.0,186.148,-1.80058,1.79623,11.6267,1.83975,8.21294,-553.246,-59.5908,-17.4926,-7.14844,-12.5867,1.64835,556.7215779716406
946,0,8.78776,0.215029,0,26.2126,10.9266,0.0,139.021,16.6981,1.79427,-25.5583,11.0047,-22.5964,-403.014,350.075,160.137,36.5517,3.3309,4.27969,557.3297218367359
947,0,8.76244,0.152046,0,9.59898,15.3725,0.0,265.061,-3.23322,1.75932,-12.0909,9.55125,4.37025,-48.8626,-565.388,-32.058,-12.269,-3.95377,9.18621,568.4014278243867
948,ASCC_90,8.79944,0.640375,0,22.2997,4.71465,0.0,353.635,-1.83041,1.73672,4.81452,7.2578,20.1211,571.956,-63.7989,-18.3917,21.2304,2.63697,6.85362,575.7980561057626
949,0,8.79601,0.803001,0,17.7185,9.09777,0.0,164.155,-10.5672,1.73115,-14.6395,-1.19412,-20.1692,-546.277,155.049,-105.935,23.788,8.75186,2.61687,577.6506946249604
950,UBC_5,8.70285,0.65126,0,8.06307,5.19865,0.0,331.816,4.54726,1.68287,-4.75057,9.34546,-16.942,522.12,-279.776,47.111,-18.1857,4.23729,8.16839,594.2229643406798
951,0,8.70086,0.519786,0,29.262,15.3021,0.0,334.363,-2.96193,1.67068,-25.9399,-13.0389,-21.5134,538.911,-258.63,-30.9289,-32.0408,-14.3535,-12.4699,598.558670720904
952,0,8.71299,0.960002,0,9.26853,6.29779,0.0,48.3126,1.65805,1.6687,5.40877,2.08862,3.12787,398.385,447.336,17.3394,-2.04565,6.0195,2.25935,599.2688919518188
953,0,8.79118,0.321874,y,38.1472,9.46083,385.247,277.252,-6.04294,1.66709,-6.32278,6.51721,7.1104,56.7891,-629.774,-68.0862,-6.27119,-14.3592,5.5914,599.8476386997703
954,NGC_5043,8.71815,0.693388,0,35.0097,32.5682,0.0,303.181,0.336248,1.6622,-37.2817,-2.58643,-11.2807,329.251,-503.504,3.53061,-38.4491,-11.3788,-2.96095,601.6123210203345
955,Gulliver_28,8.77515,0.966659,0,12.4672,7.13068,0.0,53.3287,-1.31903,1.65247,-16.8523,14.037,17.5118,361.318,485.251,-13.9303,24.4966,4.48986,13.7788,605.1547078010493
956,0,8.75896,0.306458,0,18.6463,7.29104,0.0,316.697,20.386,1.6479,-2.98103,-3.00636,-3.80623,413.952,-390.134,211.385,-4.03232,-0.503617,-4.20766,606.832938891923
957,0,8.77649,0.793003,0,18.6695,11.1613,0.0,115.88,11.7276,1.63611,8.8323,-0.929644,-10.8271,-261.213,538.429,124.233,-3.1058,-13.3507,-3.14441,611.2058480175539
958,0,8.76862,0.407181,0,20.0098,12.7984,0.0,297.391,12.0866,1.61232,-10.8823,0.190846,11.0073,279.015,-538.482,129.869,-4.66822,-14.7624,2.58054,620.2242730971519
959,0,8.79611,0.327763,y,45.687,16.8149,275.197,140.498,-21.7346,1.58954,-25.3709,-9.69247,-26.398,-439.754,369.237,-228.003,37.4931,4.38645,-0.744633,629.1128250940524
960,0,8.75857,0.222455,0,7.73718,15.3166,0.0,68.6832,11.3813,1.57772,5.92613,1.26982,-2.51342,225.881,578.853,125.078,-6.56139,-0.418809,0.761926,633.8260274319905
961,0,8.72977,0.265643,0,17.2914,12.4712,0.0,157.607,20.6123,1.5331,-10.8932,16.0406,-25.7538,-564.479,232.586,229.628,32.4192,-1.25963,6.15461,652.2731720044355
962,0,8.74501,0.931,0,26.0864,11.8283,0.0,126.292,6.80822,1.47489,-37.9682,9.45768,-23.7607,-398.489,542.633,80.3763,46.0728,2.48804,6.64071,678.0166656496417
963,0,8.77198,1.348,0,12.8025,7.21066,0.0,162.463,-5.66408,1.47328,6.00066,2.11973,-18.6646,-644.05,203.531,-66.9907,16.0606,-11.4852,4.10213,678.7576020851434
964,Stock_7,8.71499,1.192,0,6.16498,4.36345,0.0,134.699,-0.0135042,1.46337,-27.5845,4.72249,-15.6445,-480.663,485.734,-0.161062,31.5065,8.67029,4.86097,683.3541756356902
965,0,8.75243,0.276615,y,38.1768,13.5052,325.656,258.074,3.15425,1.45999,2.82687,2.21115,-0.554719,-141.615,-630.096,36.5001,2.31066,-7.68443,2.03432,684.9361981931384
966,0,8.77202,0.373673,0,10.3793,9.28718,0.0,287.455,-15.1539,1.45366,-21.191,1.19115,-3.17206,199.172,-633.424,-179.831,-20.8466,-3.56877,1.89134,687.9187705515733
967,0,8.72,1.197,0,14.6053,5.83282,0.0,39.7464,0.405748,1.44314,-16.0024,1.13218,3.39802,532.772,443.046,4.90707,12.8191,-9.99275,1.1451,692.933464528736
968,0,8.77856,0.378985,0,13.4709,15.1365,0.0,196.697,-0.996325,1.41295,7.30832,-1.35092,5.5057,-677.796,-203.311,-12.3063,-3.3011,-8.51024,-1.40686,707.739127357656
969,0,8.75702,0.48015,0,16.894,14.9502,0.0,182.41,1.80717,1.37595,19.3814,-3.09685,4.20851,-725.764,-30.5455,22.9193,-3.59575,-19.1737,-2.93743,726.770594861732
970,0,8.7186,0.778576,0,21.2839,8.83088,0.0,169.033,8.51835,1.37256,4.71231,-0.847999,1.72879,-707.369,137.072,107.919,-2.7318,-4.26062,-0.558396,728.5656000466281
971,0,8.78736,0.63575,0,17.1346,15.3514,0.0,90.1593,7.64663,1.36657,-27.598,-4.77896,-10.9648,-2.01687,725.249,97.37,27.9654,-10.3969,-6.25334,731.7590756419356
972,0,8.74255,1.34656,0,19.3055,20.181,0.0,13.8616,-1.78521,1.35671,-28.3538,-6.94704,0.0,715.263,176.501,-22.9619,6.83006,-28.6053,-7.12332,737.0771940945375
973,0,8.73299,0.821999,0,20.707,14.2572,0.0,151.472,-7.74877,1.34691,-0.696848,-2.20059,-26.2095,-646.337,351.344,-100.103,23.9524,-12.183,1.38575,742.4401036446385
974,0,8.715,1.289,0,6.20446,4.32689,0.0,119.365,2.302,1.34209,-18.6657,10.044,-7.00842,-365.085,648.843,29.9284,20.584,2.88478,10.1129,745.1065129760299
975,0,8.79459,0.920551,0,11.273,11.6331,0.0,3.8584,-5.38951,1.33693,-13.0298,2.51361,-9.58266,742.988,50.11,-70.2551,-8.60088,-13.873,3.48409,747.9823176980098
976,0,8.77008,0.540711,0,32.2899,9.73357,0.0,332.833,-0.961778,1.32495,-13.1974,0.904723,-5.50163,671.389,-344.555,-12.6687,-11.1404,-9.42083,1.02474,754.7454620929091
977,0,8.73581,1.03157,0,17.6365,9.30871,0.0,144.383,1.76222,1.32244,-4.26971,-3.60922,-13.9284,-614.427,440.158,23.2537,14.0218,-4.68039,-4.11977,756.1779740479719
978,0,8.7633,1.33329,0,20.9423,6.83193,0.0,56.9511,3.90491,1.31902,-11.2442,9.39176,25.888,412.496,634.002,51.63,23.9448,15.1252,11.728,758.1386180649268
979,0,8.71219,0.825495,0,8.48676,21.3099,0.0,180.88,-1.97566,1.31689,9.217,0.0923245,1.83917,-758.822,-11.6551,-26.1789,-1.73787,-9.55058,0.0670765,759.3648672250531
980,Loden_615,8.70593,0.799255,0,15.4535,8.64468,0.0,300.543,-2.41552,1.31655,-7.04919,-5.032,9.12832,385.657,-653.586,-32.0126,-1.86148,-11.6658,-5.75103,759.5609737571683
981,0,8.75201,0.984001,0,11.1754,14.2949,0.0,156.338,-5.17297,1.31431,5.57743,-3.6953,-2.27449,-694.051,304.124,-68.601,0.165238,-6.24218,-3.54587,760.8555059308686
982,0,8.78727,0.438307,0,13.7061,9.2266,0.0,78.3017,-3.78522,1.31418,-21.8794,-7.32146,21.6706,153.948,743.499,-50.2339,26.4107,16.6082,-8.9564,760.9307705184983
983,0,8.79999,1.0,0,16.6384,13.1653,0.0,349.256,3.20704,1.31378,-4.97974,9.04223,-15.7817,746.646,-141.673,42.5824,-17.3233,-1.99954,8.5988,761.1624472895006
984,0,8.70679,1.53356,0,9.66438,15.7693,0.0,19.1846,-1.1463,1.31099,12.3207,4.74807,-0.445445,720.279,250.611,-15.2599,-4.55593,12.0038,4.86409,762.7823248079694
985,NGC_6709,8.77582,1.02037,0,21.9464,14.1175,0.0,40.2839,4.91657,1.30431,-7.02612,-7.30015,4.48807,582.714,493.896,65.7088,8.59712,-2.08216,-7.03517,766.6889006447852
986,0,8.7743,0.529816,0,25.2685,12.574,0.0,259.238,-4.09988,1.30295,-42.7835,7.11747,25.9922,-142.941,-752.061,-54.8719,-47.8418,-18.4257,5.36627,767.489159215626
987,0,8.77072,0.514957,0,15.5002,18.2944,0.0,324.052,-6.78411,1.30083,-36.6136,-4.10562,-18.1878,617.976,-448.125,-90.8098,-37.3275,-19.1659,-1.98036,768.7399583342942
988,0,8.75446,0.52639,0,16.503,14.2749,0.0,276.082,3.33543,1.28372,-38.1955,-0.215631,17.5649,82.3942,-773.29,45.3226,-36.7659,-21.9625,0.864549,778.9860717290376
989,0,8.8,1.0,0,11.1949,14.6268,0.0,343.449,3.31699,1.27258,-17.7924,-0.241767,-12.6236,751.983,-223.472,45.4666,-17.513,-13.7298,-0.957045,785.805214603404
990,0,8.721,1.105,0,19.7811,7.9982,0.0,98.8995,3.48942,1.2516,-15.7811,-3.09743,-28.8516,-123.375,787.898,48.6294,20.9196,-26.3336,-5.05411,798.9773090444231
991,COIN-Gaia_25,8.74768,0.439759,0,12.5602,7.83888,0.0,189.133,-0.108921,1.24916,-1.83976,0.433486,-14.5262,-790.389,-127.072,-1.52185,14.3614,4.25574,0.498695,800.5379615101348
